loci_name,adjacent_genes_0kb_tss
chr1_73500000_73600000,Gm29186
chr1_73600000_73700000,intergenic
chr1_73700000_73800000,intergenic
chr1_73800000_73900000,6030407O03Rik
chr1_73900000_74000000,intergenic
chr1_74000000_74100000,intergenic
chr1_74100000_74200000,Tns1; Rufy4; Cxcr2
chr1_74200000_74300000,Arpc2; Aamp; Gm28364; Pnkd
chr1_74300000_74400000,Tmbim1; Catip; Slc11a1; Ctdsp1
chr1_74400000_74500000,Vil1
chr1_74500000_74600000,Usp37; Cnot9; Plcd4; Zfp142; Bcs1l
chr1_74600000_74700000,Rnf25; Stk36; Ttll4
chr1_74700000_74800000,Cyp27a1; Prkag3; Wnt6; Gm29539; Wnt10a
chr1_74800000_74900000,Cdk5r2; Fev; Cryba2
chr1_74900000_75000000,Cfap65; Gm15841; Ihh
chr1_75000000_75100000,intergenic
chr1_75100000_75200000,Nhej1; Slc23a3; Cnppd1; Retreg2; Zfand2b; Abcb6; Atg9a; Ankzf1
chr1_75200000_75300000,Glb1l; Stk16; Tuba4a; A630095N17Rik; Dnajb2; Ptprn; Gm28294; Resp18; Gm28902
chr1_75300000_75400000,Dnpep; Des; Gm15179; Speg; Gm15178
chr1_75400000_75500000,Gmppa; Asic4; Chpf; Tmem198
chr1_75500000_75600000,Obsl1; Inha; Stk11ip; Slc4a3
chr1_75600000_75700000,intergenic
chr1_75700000_75800000,intergenic
chr1_75800000_75900000,intergenic
chr1_75900000_76000000,intergenic
chr1_76000000_76100000,intergenic
chr1_76100000_76200000,intergenic
chr1_76200000_76300000,intergenic
chr1_76300000_76400000,intergenic
chr1_76400000_76500000,Gm29069
chr1_76500000_76600000,intergenic
chr1_76600000_76700000,intergenic
chr1_76700000_76800000,intergenic
chr1_76800000_76900000,intergenic
chr1_76900000_77000000,intergenic
chr1_77000000_77100000,Gm816
chr1_77100000_77200000,intergenic
chr1_77200000_77300000,intergenic
chr1_77300000_77400000,intergenic
chr1_77400000_77500000,intergenic
chr1_77500000_77600000,Epha4; Gm28386
chr1_77600000_77700000,intergenic
chr1_77700000_77800000,intergenic
chr1_77800000_77900000,intergenic
chr1_77900000_78000000,Gm28387
chr1_78000000_78100000,intergenic
chr1_78100000_78200000,Pax3
chr1_78200000_78300000,intergenic
chr1_78300000_78400000,Sgpp2; Gm28410
chr1_78400000_78500000,Farsb
chr1_78500000_78600000,BC035947; Mogat1
chr1_78600000_78700000,5730419F03Rik; Gm29611; Acsl3
chr1_78700000_78800000,intergenic
chr1_78800000_78900000,Kcne4
chr1_78900000_79000000,intergenic
chr1_79000000_79100000,intergenic
chr1_79100000_79200000,intergenic
chr1_79200000_79300000,Gm29536
chr1_79300000_79400000,intergenic
chr1_79400000_79500000,Scg2
chr1_79500000_79600000,intergenic
chr1_79600000_79700000,Ap1s3
chr1_79700000_79800000,Wdfy1; Mrpl44
chr1_79800000_79900000,Serpine2
chr1_79900000_80000000,intergenic
chr1_80000000_80100000,intergenic
chr1_80100000_80200000,9830004L10Rik
chr1_80200000_80300000,Fam124b
chr1_80300000_80400000,Cul3; Gm29125
chr1_80400000_80500000,1700016L21Rik; Gm45261
chr1_80500000_80600000,intergenic
chr1_80600000_80700000,intergenic
chr1_80700000_80800000,Dock10
chr1_80800000_80900000,intergenic
chr1_80900000_81000000,intergenic
chr1_81000000_81100000,Nyap2
chr1_81100000_81200000,intergenic
chr1_81200000_81300000,intergenic
chr1_81300000_81400000,intergenic
chr1_81400000_81500000,intergenic
chr1_81500000_81600000,intergenic
chr1_81600000_81700000,intergenic
chr1_81700000_81800000,intergenic
chr1_81800000_81900000,intergenic
chr1_81900000_82000000,intergenic
chr1_82000000_82100000,intergenic
chr1_82100000_82200000,intergenic
chr1_82200000_82300000,Irs1; Gm9747
chr1_82300000_82400000,Rhbdd1
chr1_82400000_82500000,Gm28940
chr1_82500000_82600000,Col4a4; Col4a3
chr1_82600000_82700000,intergenic
chr1_82700000_82800000,Mff; Tm4sf20
chr1_82800000_82900000,Agfg1
chr1_82900000_83000000,A030005L19Rik; A030014E15Rik
chr1_83000000_83100000,Slc19a3; Krtap28-10; Gm47969; Krtap28-13
chr1_83100000_83200000,Daw1
chr1_83200000_83300000,intergenic
chr1_83300000_83400000,intergenic
chr1_83400000_83500000,Sphkap
chr1_83500000_83600000,intergenic
chr1_83600000_83700000,intergenic
chr1_83700000_83800000,intergenic
chr1_83800000_83900000,intergenic
chr1_83900000_84000000,4933436I20Rik
chr1_84000000_84100000,intergenic
chr1_84100000_84200000,intergenic
chr1_84200000_84300000,intergenic
chr1_84300000_84400000,Pid1
chr1_84400000_84500000,intergenic
chr1_84500000_84600000,intergenic
chr1_84600000_84700000,Dner
chr1_84700000_84800000,intergenic
chr1_84800000_84900000,Trip12; Fbxo36
chr1_84900000_85000000,Slc16a14
chr1_85000000_85100000,intergenic
chr1_85100000_85200000,A530040E14Rik
chr1_85200000_85300000,C130026I21Rik; Gm16028
chr1_85300000_85400000,Gm16025
chr1_85400000_85500000,intergenic
chr1_85500000_85600000,Gm16092; G530012D18Rik; Sp110
chr1_85600000_85700000,Sp140; Gm10552; Gm17017; Sp100
chr1_85700000_85800000,A630001G21Rik; 9930111H07Rik; Cab39
chr1_85800000_85900000,Itm2c
chr1_85900000_86000000,4933407L21Rik; Gm28884; Gpr55; Gm28100
chr1_86000000_86100000,Spata3; 2810459M11Rik; Psmd1
chr1_86100000_86200000,Htr2b; Gm21972; Armc9
chr1_86200000_86300000,intergenic
chr1_86300000_86400000,Gm16341; B3gnt7; Gm28626; Ncl
chr1_86400000_86500000,Nmur1
chr1_86500000_86600000,Ptma; Pde6d; Cops7b
chr1_86600000_86700000,Nppc
chr1_86700000_86800000,Dis3l2
chr1_86800000_86900000,intergenic
chr1_86900000_87000000,intergenic
chr1_87000000_87100000,Gm28375; Gm29371
chr1_87100000_87200000,Gm29374; Ecel1; Prss56; Chrnd
chr1_87200000_87300000,Chrng; Eif4e2; Efhd1
chr1_87300000_87400000,Gigyf2; Kcnj13
chr1_87400000_87500000,intergenic
chr1_87500000_87600000,Ngef; Neu2
chr1_87600000_87700000,Inpp5d
chr1_87700000_87800000,Atg16l1
chr1_87800000_87900000,Sag; Dgkd; Gm19582
chr1_87900000_88000000,intergenic
chr1_88000000_88100000,Usp40; Ugt1a10
chr1_88100000_88200000,intergenic
chr1_88200000_88300000,Dnajb3; Mroh2a; Hjurp; Trpm8
chr1_88300000_88400000,intergenic
chr1_88400000_88500000,Gm29538; Gm28888
chr1_88500000_88600000,Glrp1; Gm19589
chr1_88600000_88700000,Gm29336
chr1_88700000_88800000,Arl4c
chr1_88800000_88900000,Gm29337
chr1_88900000_89000000,intergenic
chr1_89000000_89100000,Sh3bp4
chr1_89100000_89200000,intergenic
chr1_89200000_89300000,intergenic
chr1_89300000_89400000,Gm28342
chr1_89400000_89500000,C030007H22Rik; Agap1
chr1_89500000_89600000,intergenic
chr1_89600000_89700000,intergenic
chr1_89700000_89800000,intergenic
chr1_89800000_89900000,intergenic
chr1_89900000_90000000,Gbx2
chr1_90000000_90100000,Asb18
chr1_90100000_90200000,Iqca
chr1_90200000_90300000,Ackr3; Gm28721; Gm28723
chr1_90300000_90400000,intergenic
chr1_90400000_90500000,Gm28722
chr1_90500000_90600000,intergenic
chr1_90600000_90700000,Cops8
chr1_90700000_90800000,intergenic
chr1_90800000_90900000,Col6a3
chr1_90900000_91000000,Mlph; Rab17; Gm28199; Lrrfip1
chr1_91000000_91100000,intergenic
chr1_91100000_91200000,Rbm44; Ramp1
chr1_91200000_91300000,Ube2f; Scly
chr1_91300000_91400000,Gm17090; Espnl; Klhl30; Erfe; Ilkap
chr1_91400000_91500000,Hes6; Per2; Traf3ip1
chr1_91500000_91600000,Asb1
chr1_91600000_91700000,Gm28380
chr1_91700000_91800000,intergenic
chr1_91800000_91900000,Gm29100; Twist2
chr1_91900000_92000000,intergenic
chr1_92000000_92100000,intergenic
chr1_92100000_92200000,Hdac4
chr1_92200000_92300000,intergenic
chr1_92300000_92400000,Gm29099
chr1_92400000_92500000,Ndufa10; Olfr1416
chr1_92500000_92600000,intergenic
chr1_92600000_92700000,Cops9; Otos
chr1_92700000_92800000,Gm29483
chr1_92800000_92900000,Gm29481; Gpc1; Gm29480
chr1_92900000_93000000,Ankmy1; Dusp28; 5033417F24Rik; Rnpepl1; 9430060I03Rik; Capn10; Gpr35
chr1_93000000_93100000,Aqp12
chr1_93100000_93200000,Kif1a; Gm28086; Agxt; Crocc2
chr1_93200000_93300000,Sned1
chr1_93300000_93400000,Mterf4; Gm28535; Pask; Ppp1r7; Ano7
chr1_93400000_93500000,Hdlbp
chr1_93500000_93600000,Farp2
chr1_93600000_93700000,Stk25; Gm28536; Bok
chr1_93700000_93800000,Thap4; Gm10550; Atg4b
chr1_93800000_93900000,Dtymk; Ing5; D2hgdh; Gal3st2
chr1_93900000_94000000,Gal3st2b; Gal3st2c
chr1_94000000_94100000,Neu4; Pdcd1
chr1_94100000_94200000,intergenic
chr1_94200000_94300000,intergenic
chr1_94300000_94400000,intergenic
chr1_94400000_94500000,intergenic
chr1_94500000_94600000,intergenic
chr1_94600000_94700000,intergenic
chr1_94700000_94800000,4930440C22Rik
chr1_94800000_94900000,intergenic
chr1_94900000_95000000,intergenic
chr1_95000000_95100000,intergenic
chr1_95100000_95200000,intergenic
chr1_95200000_95300000,intergenic
chr1_95300000_95400000,Fam174a
chr1_95400000_95500000,intergenic
chr1_95500000_95600000,intergenic
chr1_95600000_95700000,St8sia4
chr1_95700000_95800000,4930598F16Rik
chr1_95800000_95900000,intergenic
chr1_95900000_96000000,intergenic
chr1_96000000_96100000,1700063A18Rik
chr1_96100000_96200000,intergenic
chr1_96200000_96300000,intergenic
chr1_96300000_96400000,intergenic
chr1_96400000_96500000,intergenic
chr1_96500000_96600000,Gm29601
chr1_96600000_96700000,4930533P14Rik
chr1_96700000_96800000,intergenic
chr1_96800000_96900000,Slco4c1; Panct2
chr1_96900000_97000000,intergenic
chr1_97000000_97100000,intergenic
chr1_97100000_97200000,Slco6c1
chr1_97200000_97300000,intergenic
chr1_97300000_97400000,intergenic
chr1_97400000_97500000,intergenic
chr1_97500000_97600000,intergenic
chr1_97600000_97700000,D1Ertd622e
chr1_97700000_97800000,Ppip5k2; Gin1
chr1_97800000_97900000,intergenic
chr1_97900000_98000000,intergenic
chr1_98000000_98100000,Pam
chr1_98100000_98200000,1810006J02Rik; Gm29461
chr1_98200000_98300000,intergenic
chr1_98300000_98400000,intergenic
chr1_98400000_98500000,Slco6d1
chr1_98500000_98600000,Gm7967
chr1_98600000_98700000,intergenic
chr1_98700000_98800000,intergenic
chr1_98800000_98900000,intergenic
chr1_98900000_99000000,intergenic
chr1_99000000_99100000,intergenic
chr1_99100000_99200000,intergenic
chr1_99200000_99300000,intergenic
chr1_99300000_99400000,intergenic
chr1_99400000_99500000,intergenic
chr1_99500000_99600000,intergenic
chr1_99600000_99700000,intergenic
chr1_99700000_99800000,Cntnap5b
chr1_99800000_99900000,intergenic
chr1_99900000_100000000,intergenic
chr1_100000000_100100000,intergenic
chr1_100100000_100200000,intergenic
chr1_100200000_100300000,intergenic
chr1_100300000_100400000,intergenic
chr1_100400000_100500000,intergenic
chr1_100500000_100600000,intergenic
chr1_100600000_100700000,intergenic
chr1_100700000_100800000,intergenic
chr1_100800000_100900000,intergenic
chr1_100900000_101000000,intergenic
chr1_101000000_101100000,intergenic
chr1_101100000_101200000,Gm20268
chr1_101200000_101300000,intergenic
chr1_101300000_101400000,intergenic
chr1_101400000_101500000,intergenic
chr1_101500000_101600000,intergenic
chr1_101600000_101700000,intergenic
chr1_101700000_101800000,intergenic
chr1_101800000_101900000,Gm28187
chr1_101900000_102000000,intergenic
chr1_102000000_102100000,intergenic
chr1_102100000_102200000,intergenic
chr1_102200000_102300000,intergenic
chr1_102300000_102400000,intergenic
chr1_102400000_102500000,intergenic
chr1_102500000_102600000,intergenic
chr1_102600000_102700000,intergenic
chr1_102700000_102800000,intergenic
chr1_102800000_102900000,intergenic
chr1_102900000_103000000,intergenic
chr1_103000000_103100000,intergenic
chr1_103100000_103200000,intergenic
chr1_103200000_103300000,intergenic
chr1_103300000_103400000,intergenic
chr1_103400000_103500000,intergenic
chr1_103500000_103600000,intergenic
chr1_103600000_103700000,intergenic
chr1_103700000_103800000,intergenic
chr1_103800000_103900000,intergenic
chr1_103900000_104000000,intergenic
chr1_104000000_104100000,intergenic
chr1_104100000_104200000,intergenic
chr1_104200000_104300000,intergenic
chr1_104300000_104400000,intergenic
chr1_104400000_104500000,intergenic
chr1_104500000_104600000,intergenic
chr1_104600000_104700000,intergenic
chr1_104700000_104800000,Cdh20
chr1_104800000_104900000,intergenic
chr1_104900000_105000000,Gm15699
chr1_105000000_105100000,intergenic
chr1_105100000_105200000,Gm29012
chr1_105200000_105300000,intergenic
chr1_105300000_105400000,Rnf152; Gm17634
chr1_105400000_105500000,intergenic
chr1_105500000_105600000,intergenic
chr1_105600000_105700000,Pign
chr1_105700000_105800000,Tnfrsf11a
chr1_105800000_105900000,intergenic
chr1_105900000_106000000,Gm7160; Zcchc2
chr1_106000000_106100000,intergenic
chr1_106100000_106200000,Gm20753; Phlpp1
chr1_106200000_106300000,intergenic
chr1_106300000_106400000,intergenic
chr1_106400000_106500000,A530053M12Rik
chr1_106500000_106600000,D630008O14Rik
chr1_106600000_106700000,intergenic
chr1_106700000_106800000,Bcl2; Kdsr; Vps4b
chr1_106800000_106900000,Serpinb5
chr1_106900000_107000000,Serpinb12; Serpinb13
chr1_107000000_107100000,Serpinb3a
chr1_107100000_107200000,intergenic
chr1_107200000_107300000,Serpinb3b
chr1_107300000_107400000,Serpinb11; Serpinb7
chr1_107400000_107500000,intergenic
chr1_107500000_107600000,Serpinb2; Serpinb8
chr1_107600000_107700000,Gm15389
chr1_107700000_107800000,intergenic
chr1_107800000_107900000,intergenic
chr1_107900000_108000000,D830032E09Rik
chr1_108000000_108100000,intergenic
chr1_108100000_108200000,intergenic
chr1_108200000_108300000,intergenic
chr1_108300000_108400000,intergenic
chr1_108400000_108500000,intergenic
chr1_108500000_108600000,intergenic
chr1_108600000_108700000,intergenic
chr1_108700000_108800000,intergenic
chr1_108800000_108900000,intergenic
chr1_108900000_109000000,intergenic
chr1_109000000_109100000,intergenic
chr1_109100000_109200000,intergenic
chr1_109200000_109300000,intergenic
chr1_109300000_109400000,intergenic
chr1_109400000_109500000,intergenic
chr1_109500000_109600000,intergenic
chr1_109600000_109700000,intergenic
chr1_109700000_109800000,intergenic
chr1_109800000_109900000,intergenic
chr1_109900000_110000000,Cdh7
chr1_110000000_110100000,intergenic
chr1_110100000_110200000,intergenic
chr1_110200000_110300000,intergenic
chr1_110300000_110400000,intergenic
chr1_110400000_110500000,intergenic
chr1_110500000_110600000,intergenic
chr1_110600000_110700000,intergenic
chr1_110700000_110800000,intergenic
chr1_110800000_110900000,intergenic
chr1_110900000_111000000,Cdh19
chr1_111000000_111100000,intergenic
chr1_111100000_111200000,intergenic
chr1_111200000_111300000,intergenic
chr1_111300000_111400000,intergenic
chr1_111400000_111500000,Gm29088
chr1_111500000_111600000,intergenic
chr1_111600000_111700000,intergenic
chr1_111700000_111800000,intergenic
chr1_111800000_111900000,Dsel
chr1_111900000_112000000,intergenic
chr1_112000000_112100000,intergenic
chr1_112100000_112200000,intergenic
chr1_112200000_112300000,intergenic
chr1_112300000_112400000,intergenic
chr1_112400000_112500000,intergenic
chr1_112500000_112600000,intergenic
chr1_112600000_112700000,intergenic
chr1_112700000_112800000,intergenic
chr1_112800000_112900000,intergenic
chr1_112900000_113000000,intergenic
chr1_113000000_113100000,intergenic
chr1_113100000_113200000,intergenic
chr1_113200000_113300000,Gm28189
chr1_113300000_113400000,intergenic
chr1_113400000_113500000,intergenic
chr1_113500000_113600000,intergenic
chr1_113600000_113700000,intergenic
chr1_113700000_113800000,intergenic
chr1_113800000_113900000,intergenic
chr1_113900000_114000000,9330185C12Rik
chr1_114000000_114100000,intergenic
chr1_114100000_114200000,intergenic
chr1_114200000_114300000,intergenic
chr1_114300000_114400000,intergenic
chr1_114400000_114500000,intergenic
chr1_114500000_114600000,intergenic
chr1_114600000_114700000,intergenic
chr1_114700000_114800000,intergenic
chr1_114800000_114900000,intergenic
chr1_114900000_115000000,intergenic
chr1_115000000_115100000,intergenic
chr1_115100000_115200000,intergenic
chr1_115200000_115300000,intergenic
chr1_115300000_115400000,intergenic
chr1_115400000_115500000,intergenic
chr1_115500000_115600000,intergenic
chr1_115600000_115700000,Cntnap5a
chr1_115700000_115800000,intergenic
chr1_115800000_115900000,intergenic
chr1_115900000_116000000,intergenic
chr1_116000000_116100000,intergenic
chr1_116100000_116200000,intergenic
chr1_116200000_116300000,intergenic
chr1_116300000_116400000,intergenic
chr1_116400000_116500000,intergenic
chr1_116500000_116600000,intergenic
chr1_116600000_116700000,intergenic
chr1_116700000_116800000,intergenic
chr1_116800000_116900000,Gm19965
chr1_116900000_117000000,intergenic
chr1_117000000_117100000,intergenic
chr1_117100000_117200000,intergenic
chr1_117200000_117300000,intergenic
chr1_117300000_117400000,intergenic
chr1_117400000_117500000,intergenic
chr1_117500000_117600000,intergenic
chr1_117600000_117700000,Zfp813-ps; Gm28363
chr1_117700000_117800000,B020011L13Rik
chr1_117800000_117900000,Gm28360
chr1_117900000_118000000,Gm28168; Gm7145
chr1_118000000_118100000,intergenic
chr1_118100000_118200000,Gm29106
chr1_118200000_118300000,intergenic
chr1_118300000_118400000,Tsn; Nifk; Gm28867; Clasp1
chr1_118400000_118500000,2900060B14Rik
chr1_118500000_118600000,intergenic
chr1_118600000_118700000,Tfcp2l1
chr1_118700000_118800000,intergenic
chr1_118800000_118900000,intergenic
chr1_118900000_119000000,intergenic
chr1_119000000_119100000,Gli2
chr1_119100000_119200000,intergenic
chr1_119200000_119300000,intergenic
chr1_119300000_119400000,Gm29456; Gm29455
chr1_119400000_119500000,Inhbb
chr1_119500000_119600000,Ralb; Gm27184; Tmem185b; 3830432H09Rik
chr1_119600000_119700000,Epb41l5
chr1_119700000_119800000,intergenic
chr1_119800000_119900000,Ptpn4
chr1_119900000_120000000,Gm28209; Tmem177; Cfap221
chr1_120000000_120100000,Sctr; Tmem37
chr1_120100000_120200000,Dbi; 3110009E18Rik
chr1_120200000_120300000,Steap3
chr1_120300000_120400000,C1ql2
chr1_120400000_120500000,intergenic
chr1_120500000_120600000,Marco
chr1_120600000_120700000,En1; 2610027F03Rik
chr1_120700000_120800000,intergenic
chr1_120800000_120900000,Gm29345; Gm29348
chr1_120900000_121000000,intergenic
chr1_121000000_121100000,Celrr
chr1_121100000_121200000,intergenic
chr1_121200000_121300000,Gm29359
chr1_121300000_121400000,Insig2; 2210011K15Rik
chr1_121400000_121500000,Ccdc93; Gm15392
chr1_121500000_121600000,Htr5b; Ddx18
chr1_121600000_121700000,intergenic
chr1_121700000_121800000,intergenic
chr1_121800000_121900000,intergenic
chr1_121900000_122000000,intergenic
chr1_122000000_122100000,intergenic
chr1_122100000_122200000,intergenic
chr1_122200000_122300000,Gm28590
chr1_122300000_122400000,intergenic
chr1_122400000_122500000,intergenic
chr1_122500000_122600000,intergenic
chr1_122600000_122700000,intergenic
chr1_122700000_122800000,intergenic
chr1_122800000_122900000,intergenic
chr1_122900000_123000000,intergenic
chr1_123000000_123100000,intergenic
chr1_123100000_123200000,intergenic
chr1_123200000_123300000,intergenic
chr1_123300000_123400000,intergenic
chr1_123400000_123500000,intergenic
chr1_123500000_123600000,intergenic
chr1_123600000_123700000,intergenic
chr1_123700000_123800000,intergenic
chr1_123800000_123900000,intergenic
chr1_123900000_124000000,intergenic
chr1_124000000_124100000,intergenic
chr1_124100000_124200000,intergenic
chr1_124200000_124300000,intergenic
chr1_124300000_124400000,intergenic
chr1_124400000_124500000,intergenic
chr1_124500000_124600000,intergenic
chr1_124600000_124700000,intergenic
chr1_124700000_124800000,intergenic
chr1_124800000_124900000,Dpp10
chr1_124900000_125000000,intergenic
chr1_125000000_125100000,intergenic
chr1_125100000_125200000,1700121L03Rik
chr1_125200000_125300000,intergenic
chr1_125300000_125400000,intergenic
chr1_125400000_125500000,Actr3
chr1_125500000_125600000,Slc35f5
chr1_125600000_125700000,Gpr39
chr1_125700000_125800000,intergenic
chr1_125800000_125900000,intergenic
chr1_125900000_126000000,Lypd1
chr1_126000000_126100000,intergenic
chr1_126100000_126200000,intergenic
chr1_126200000_126300000,intergenic
chr1_126300000_126400000,intergenic
chr1_126400000_126500000,intergenic
chr1_126500000_126600000,intergenic
chr1_126600000_126700000,intergenic
chr1_126700000_126800000,intergenic
chr1_126800000_126900000,Nckap5; 4930599A14Rik
chr1_126900000_127000000,intergenic
chr1_127000000_127100000,intergenic
chr1_127100000_127200000,intergenic
chr1_127200000_127300000,Mgat5
chr1_127300000_127400000,intergenic
chr1_127400000_127500000,intergenic
chr1_127500000_127600000,intergenic
chr1_127600000_127700000,Tmem163
chr1_127700000_127800000,Acmsd; 2900009J06Rik; Ccnt2
